idx,questions,choices,labels
290,Where does a spoon go on one side of a plate?,bowl of soup|serving dish|table setting|placemat|glass of iced tea,2
291,Where is a note likely to indicate a melody?,fridge|a classroom|envelope|medical chart|sheet music,4
292,what can years of playing tennis lead to?,tennis elbow|proffesional player|exercise|victory|becoming tired,0
293,Where would you be going if using a parking lot near a roller coaster?,farm|business district|car|amusement park|urban area,3
294,What does a virus primarily do to a person?,infect|reproduce|mutate|eat food|make computer malfunction,0
295,Where would you go if you didn't feel like baking a cake yourself?,theater|refrigerator|bakery|grocery store|oven,2
296,Where are floors kept clean for holy purposes?,restaurant|basement|all buildings|carpet|synagogue,4
297,Where will a bullet projectile be found during a war?,battle field|museum|weapon|canon|tornado,0
298,What is a place that might not always have a queen?,bee hive|england|castle|deck of cards|chess game,2
299,What do you need to be to learn hard concepts?,copy|intelligent|improved performance|empowering|have more knowledge,1
300,"Many addicts turn to exercise to deal with their addictions, this is because it is a healthy way to do what?",condition heart|expend energy|laugh|stretch|weigh,1
301,A night owl is what you'd head at sunset and you'd hear a what at sunrise?,morning person|early bird|lark|early riser|rooster,2
302,What place is not interesting to children?,classroom|toy store|school|soccer game|dinner,0
303,What do rich people like in terms of bagels?,poor|sleepy|plain|needy|homeless,2
304,A shop will give you what for your purchases?,downtown area|container|ocean floor|the lost city of atlantis|high school,1
305,Where is small knight likely to be found?,fairy tale|castle|middle ages|chess board|doll house,3
306,How can you get in shape if there is no land nearby?,swim|jog|excercise|work out|rock climb,0
307,What might a person receive from their boss if they do a poor job?,misfortune|fearful|criticism|make mistakes|promotion appraisal,2
308,The cabinets were imported from the south. John bought they because he knew that they would look good.  Where might they be installed?,kitchen|pantry|containing pots and pans|in a flight|mexico,0
309,What might two people competing get into?,stress|debate|argument|winning or losing|tension,2
310,What are ai machines known for doing?,fly|milk cows|eat|answering questions|fail to work,3
311,"Bob and Boris were standing in a queue at the grocery store.  They were standing in place.  The line was fast, but the children in front of them were loud.   They were what?",frustration|being annoyed|delays|irritation|out of order,1
312,A blowfish lives free. He lives on his own. Where does he live?,fish market|pet shop|great outdoors|river|little mermaid,2
313,Where is a paper notice likely to be left on a house?,front door|conference|classroom|refrigerator|suitcase,0
314,"People are purposefully harming others, what trait are they exhibiting?",deceptive|altruistic|stupid|cruel|agressive,3
315,The child pounded his mitt in excitement while enjoying his first game in the bleachers where?,football stadium|laboratory|baseball stadium|pharmacy|soccer game,2
316,"After eating a dinner of uncooked chicken, what was felt by the poor man?",indigestion|died|illness|feel better|throwing up,2
317,"The obsessive man was always washing hands, he had even done it so much once that it caused a what?",use soap|irritation|cleanliness|thinking|wet towel,1
318,"The person is laying on the beach, why would he do that?",sun himself|thank god|race against time|express love|to think about things.,0
319,"The spoiled child's playroom was massive, but only one of many rooms in the what?",big house|nursery school|preschool|building|retirement home,0
320,"There's a lot to reproducing, but it begins and end with new life by giving what?",overpopulation|birth|presents|propagation|fun,1
321,Where is known to always have snow?,africa|north pole|roof|canada|surface of earth,1
322,What does someone want when having fun with their friends and trying to fit in?,being understood|beer|playing around|hug|visiting friends,0
323,"The parents thought their children should learn teamwork, what were they signed up for?",throw things|play sports|play games|play ball|play chess,1
324,If a human is sleepy what can they do to feel more alert?,dream dreams|think critically|cross road|drink coffee|drive a car,3
325,What is a place that could have hundreds of sporting goods store?,buy athletic equipment|city|espn|town|jerseys,1
326,"The little girl was raised selfish, she didn't even care when she was doing what?",crack|antipathy|being mean|disinterest|unfeeling,2
327,"People want to explore space, so what should they use to do it?",public place|roadblock|space shuttle|hoverboard|supermarket,2
328,Where might I find unusual varieties of roses?,botanic garden|flower garden|backyard|supermarket|outdoors,0
329,Where would you put a light?,ocean|desk|universe|attic|chair,1
330,What can happen to you when eating hamburger from someone that you do not know that does not happen when you usually eat a hamburger?,allergic reaction|gain weight|have fun|heartburn|food poisoning,4
331,When he touched the exposed wire he shouldn't have found it surprising that he got what?,see work|shocked|humor|startled|funny,1
332,"If one sees a fox and is standing in a landlocked, southern state, where is this person?",at the zoo|south carolina|hen house|louisiana|arkansas,4
333,"The priest pushed for more orthodox behavior, what kind of behavior was he trying to stop?",liberal|heretical|recalcitrant|conservadox|heretical,1
334,"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?",living|feeling good|hyperventilate|look around|breathe deeply,4
335,"The cow would come outside even after the storm had passed, it wouldn't leave the what?",meat grinder|stable|red barn|gate|green field,2
336,Where would you get a contraceptive if you do not have one?,health center|vagina|emergency room|drawer|medicine cabinet,0
337,Where would a Martian find the Indian Ocean?,asia|southern hemisphere|planet|east|earth,4
338,Where would a ficus plant brighten up a room?,middle east|palace|dictionary|pots|apartment,4
339,"The turkey needed to be kept from spoiling, what is useful in this situation?",refrigerator|fridge|freezer|oven|bought at store,1
340,Sam found a giant hole in the plain.  What might this hole be called?,hill|gorge|sandplain|cliff|mountain,1
